11842885,11,30,אני אתאר את דוד המלך  אני חושב שלדמות זו תכונות חיוביות רבות  דוד המלך היה אדם צנוע שידע לעשות דברים בשקט ובלי לחפש כבוד מסויים  דוד היה אדם אמיץ שהעיז לסכן את עצמו בשביל עמו  דוד מאז ולתמיד האמין בצדקת הדרך שלו ולא סטה ממנה  הוא האמין באלוהים ושמר על
11842961,12,31,משה רבנו  דמות של מנהיג שלוקח את האחראיות ומוביל את העם  מודע לטעויות שלו ויודע שישלם עליהם  לא הדמות הקלאסית למנהיג אבל מחובר לעם שלו נמצא איתם ולוקח אותם קדימה וזה מה שמוביל אותו  גם כשאומרים לו שהוא ימשיך להוביל אבל עם אחר הוא לא מוכן לא טובתו האי
11843187,13,34,אז אני אקח את עימנואל מורנו בן אדם משיכמו ומעלה באמת תמיד נתרם ועזר דיבר בגובהה העיניים לפקודים שלו ולסובבים אותו אהב את המשפחה שלו ותמיד שם אותם בראש  וזה בן אדם שבאמת הייתי רוצה להיות כמוהו שלא משנה מה תמיד היה שם למען כולם עזר תמך והבין את עמנואל הכרתי
11844527,14,42,סבא שלי עבר את השואה איבד חלק ממשפחתו עלה לארץ הקים משפחה לתפארת עם עסק מצליח כיום הוא בן 98 בריא בעל תכונות יוצאות דופן כמו נדבן חכם מצחיק לב טוב איתן פיזית ונפשית ציוני חושב על הכלל יותר מעל עצמו חרוץ
11844801,15,47,סבא שלי   בנאדם שאת כל חייו הקים בזכות עצמו   עלה לארץ ומ0 הצליח והתקדם יותר מרבים אחרים שחיו בתקופה שלו   הקים משפחה מדהימה עם אנשים מדהימים וחי עם אותה אישה שהוא אוהב כבר 47 שנים   תמיד דוחף להצלחה ונהנה לעבוד 
11845311,16,51,אחותי בעיקר מפני שהיא הייתה דמות מרכזית בחיי עם תכונות אופי של כריזמה שאיפה למצוינות בכל דבר שתעשה בחייה וביטחון  אשר ממנה למדתי דברים רבים 
11845425,17,52,אריק שרון  אמונה בעצמו ובסובבים אותו  צניעות  התמדה   רעות  אהבת הארץ  לפי  דעתי כל חייל צריך לנהג על פיו והדור שלנו יפרח
11845711,18,53,הרצל הלך עד הסוף עם מה שהאמין ולא וויתר למרות הקשיים שהיו בדרך וחוסר אמונה של אנשים בו ובמה שעשה 
11845926,19,55,בניימין זאב הרצל   בן אדם שהוא דמות שלימד רבים מהיתנו דרך תכונותיו   שהבולטות מבינהן הן ההשקפות שלו   השאיפות שלו   הרצון שלו להצליח   לתרום  לפתח ולעזור לכל יהודיי העולם להגיע למטרה אחת משותפת   הרצל הוא בן אדם שיכול להוות דוגמה אישית לכל בן אדם בעולם דר
11846316,20,57,רועי קליין הוא הקריב את חיו למען חיליו למרות שהיה לו חיים אחרים ומשפחה מבחנתי הוא מודל לגבורה אצילות והרצה
11846439,21,59,אילן רמון הוא לדעתי דמות עם כמה קווי אופי חיוביים מאוד  1  חתירה למצויינות   הוא תמיד שאף להצליח ולעשות את הטוב ביותר  אחרי שהפסיק את קורס הטיס חזר אליו וסיים בהצטיינות   2  שאיפות גבוהות ופריצת דרך   היה האסטרונאוט הישראלי הראשון  3  התמדה והדגשה של ערכי
11847784,22,72,רועי קליין זל  סמגד 51 שנהרג במלחמה בפינצבל כתוצאה מקפיצה על רימון שנזרק לעברם                       אני חושב שהמעשה שרועי קליין זל עשה הוא מעשה אדיר שמלווה בהמון תכונות חיוביות כמו  מחוייבות כלפי חייליך אומץ לב  נאמנות וכד
11848183,23,74,מרטין לותר קינג  מנהיג התנועה לחופש היא דמות עם מאפיינים מאוד חיובים לדעתי  הוא מנהיג אשר דוגל בדוגמא אישית  כריזמה  שאיפות לעתיד ומתנגד לאלימות  הוא גם מאמין בשיווין בין כולם ולא משנה צבע  מין  דת או גיל ודבק במשימה לא משנה מה הקושי 
11848224,24,75,סבא שלי  אחד האנשים הכי ציוניים שאני מכיר  חי בתור נער במצרים במשפחה מאוד מבוססת והחליט לעלות לארץ למרות שידע שיהיה חסר כל ויהיה לו קשה  התאמץ  עבד קשה מאוד והקים משפחה  סבא אדם מאוד חרוץ  תכונה שהוא מנסה להוריש גם לנכדים  יש לו ידע כללי מאוד גדול דואג לא
11848280,25,76,סבא שלי  בחור טוב שתמיד עוזר לזולת  אכפתי מאוד  כריזמתי וסוחף אחריו אנשים  נעים הליכות ובעל חזון תמיד שואף לבצע דברים בצורה הכי טובה למרות גילו המבוגר  בחרתי אותו כיוון שהוא מודל לבן אדם חיובי  כל דבר הוא לוקח בחיוך  וגם אם קרה משהו פחות טוב  אז הוא אומר
11848603,26,80,הדמות שבחרתי היא אבא שלי  אבי היה אדם חיובי מאוד אדם שנמדד בעיקר בשעת קושי קיצונית  דווקא במצבים הכי קשים בהם היה נתון ידע לראות את חצי הכוס המלאה ידע להשתיק את הפחדים ולקבל כוח ממה שיש אפילו שמה שיש זה לא הרבה  איש שמח בחלקו אומר תודה תמיד על הטוב ויו
11848792,27,83,בנימין זאב הרצל  הגה את הרעיון שיהודים יעלו לארץ ישראל  הקמת ישובים יהודיים ובכך תתאפשר הקמת מדינה יהודית בארץ ישראל  היה בן אדם חיובי  נחוש בדעתו  חותר לעשייה ונצחון   הוא היה בן אדם סוחף  כריזמטי שרבים הקשיבו לו והלכו אחריו 
11850821,28,89,יצחק רבין הוא לדעתי דמות מאוד מעורכת ודמות חיובית  אין ספק שיש לי הערכה רבה לאישיות הזאת הערכה נובאת מתרומתו הרבה למדינה  לראות בן אדם שתרם בכל ככה הרבה מובנים גם בשירות הצבאי שלו וגם בפוליטיקה  אני מאוד מעריך את החיוביות שלו ואת החתירה הבלתי פוסקת שלו
11851222,29,90,רועי קליין זל  אינני מכיר את החייל אישית  אך שמעתי ולמדתי עליו רבות  זהו קצין קרבי שבמלחמת לבנון  קפץ על רימון שנזרק על הצוות שלו  היה מפקד הצוות   לאחר שצעק שמע ישראל הוא נהרג  אך הצילל את כל הצוות שלו  חבריו אומרים שהוא היה אדם מקסים  אופי טוב 
11851784,30,95,בנימין נתניהו הוא דמות אשר תכונותיו נראות לי חיוביות מאוד ואני מקבל ממנו השראה  אפשר לתאר אותו כבעל כושר ביטוי גבוה  עמידה בלחצים ומנהיגות מאוד גדולה  שקול מאוד ועדיין מקבל החלטות בצורה הטובה ביותר 
11852298,31,100,חבר של אבא שלי  היה לוחם במבצע אנטבה  לאחר מכן היה קצין ואז עבר לקורס טיס  הוא בנאדם משקיע ושלוקח כל דבר בצורה הכי רצינות שיש ומבצע אותה ברמה הכי גבוה שיש ויותר מזה  יודע להשאר רגוע ואופטימי ברגעים הכי קשים ומתקפד תחת לחץ בצורה מיטבית 
11852371,32,101,סבא שלי אורי הלוי   סבי אדם מאוד חולה אך שומרת תמיד על אופטימיות   הוא תרם המון לפיתוח המדינה ואיש משפחה למופת ולכן אני רואה אותו כבעל תוכונות חיוביות
11852509,33,104,אבא שלי דמות  סקרנית  עובדת מתוך נסיון ושיקול דעת  מציב סדרי עדיפיות בחיים  עוזר אכפתי דואג לקרובים אליו  מהווה דוגמא אישית בתהנהגות ובדיבור שלו בעל ביטחון עצמי  מראה  סמכותיות  משקיע אחראי עצמאי
11852860,34,106,אני בוחר באבא שלי כי אני רואה בו דוגמא למופת ודוגמא אישית שאני יכול ללמוד ממנו המון דברים הוא בן אדם מושכל יש לו שני תוארים מבין עניין וגם הוא קצין במערכת הבטחון שיכול לעזור לי המון במשך השירות שלי ולא גם בשירות אלה גם באזרחות כי הוא גם מלומד והוא גם יכול
11852936,35,108,סבתא שלי זכרונה לברכה סבתא היא  הבן אדם הכי טוב שיכל להיות ועם האופי הכי טוב תמיד עזרה לאנשים לקחה ממה שיש לה בשבילה ונתנה לאחרים אף פעם לא ראיתי אותה טועה ולא ראיתי אנשים כועסים עליה סבתא שלי הייתה מושלמת 
11853568,36,112,מנחם בגין בחרתו בו משום שהוא אדם שלעולם לא ויתר אהב את הארץ שאף לעלות אליה תמיד ולבסוף הצליח  לא פחד להגיד את הדעה שלו גם כשידע שיפגע משום כך תמיד הלך בדרך שלו עם האמת שלו 
11853733,37,114,גנדי  רודף צדק בדרכי שלום הצליח לעשות שלום בלי להשתמש באלימות וכוח יש בו צניעות וכוחמה
11854011,38,117,סופרמן  סופרמן הוא דמות דמיונית בעלת תכונות אופי הנראות לי כחיוביות  מכיוון שהוא עוזר לאנשים מציל אותם   אך מתחבא שלא ידעו מי הוא  הוא עוזר לאנשים מבלי לבקש שום דבר בחזרה  רק מתוך טוב לב ודאגה  הוא משתמש בכוח שלו רק לטוב ולא מנצל אותו לרעה 
11854642,39,121,אברהם שטרן  היה מפקד המחתרת לחי  לוחם גדול אבל גם איש עדין שכתב שירים  התכונה הכי מדהימה שלו לדעתי היתה שעשה את כל הדברים שעשה לא בשביל כבוד או הערכה מהזולת אלא כי הוא באמת האמין בזה  למעשה בגלל שלא יכל לחשוף את עבודתו חשבו שהוא פושע והיה שנוא על הרבה אנ
11854655,40,122,בנימין זאב הרצל חוזה המדינה הוא אדם עם תכונות אופי חיוביות בעיניי  הוא אדם בעל חוכמה  כריזמה  כושר שכנוע  חזון וביטחון עצמי בדרך שלו  הוא הצליח לסחוף אחריו אנשים רבים בנושא מדינת היהודים ובכך קידם רבות את הדרך להקמה של מדינה לעם היהודי 
11855233,41,123,יש מספר דמויות שאני יכול לשים דגש על תכונותיהן לדוג התרומה של לוחמצי המחתרות האומץ של ניצולי השואה השאפתנות של אלכסנדר מוקדון החוכמה של אינשטיין והתרומה לזולת של אנשי חסד רבים ציינתי תכונות אלה כי הם בעיניי תכונות בסיס אשר אמורות להיות מצויות בכול אדם
11855233,42,123,יש מספר דמויות שאני יכול לשים דגש על תכונותיהן לדוג התרומה של לוחמצי המחתרות האומץ של ניצולי השואה השאפתנות של אלכסנדר מוקדון החוכמה של אינשטיין והתרומה לזולת של אנשי חסד רבים ציינתי תכונות אלה כי הם בעיניי תכונות בסיס אשר אמורות להיות מצויות בכול אדם
11855343,43,124,בנימין נתניהו  כושר מנהיגות גדול  יכולת קבלת החלטות גבוהה  יחסי אנוש מעולים  אחראיות  רצינות  מקצועיות  מסביר פנים  יכולת טובה להתבטא ולהעביר מסרים  ידע וניסיון גדול ורחב  חוש הומור  איש חם ולא מנוכר 
11856382,44,130,מנחם בגין בעיקר שהוא היה בן אדם שאף על פי שהיה במקצוע שהנורמה בו ביא לשקר אף פעם לסטה מדרך הישר והיה בעל מצפן מוסרי גבוה ובסוף ידע לקחת אחריות על מעשיו
11856438,45,131,סבא שלי בן אדם חזק שהולך בדרך שלו הצליח בזכות עצמו בן אדם עם נוכחות וכריזמה מנהיג ומוביל יודע להביע את דעתו ולהשיג את מטרותיו בחרתי בו כי זה בן אדם שאני מעריך והוא מודל לחיקוי בשבילי בגלל הצלחותיו ואופיו
11857157,46,133,נלסון מנדלה הוא דמות שמאוד שאפה לשוויון ואחד הערכים הכי חשובים שלו היה כבוד האדם  הוא היה מאוד כריזמטי ולא וויתר אף פעם על השאיפות שלו עד שהשיג אותן  בחרתי בו מכיוון שכבוד האדם והאי וויתור על השאיפות שלך אלו תכונות וערכים מאוד חשובים שקיימים אצלו 
11919046,47,135,דוד המלך  דמות בשבילי איתנה צנועה  ולוחמנית באותה מידה  יש אופי חיילי מושלם בדמות שלו 
11922435,48,136,הרב קוק  הוא אדם בעל חזון שלא פחד להגיד את דעותיו גם אם הם לא מתאימות לרוח הכללית וכן הוא אדם צנוע מאוד 
11928262,49,138,שלמה המלך בגלל היכולת שלו לשפוט בצדק  ולהתייחס לכל מקרה לגופו
11935092,50,140,דוד המלך  דמות שיכל להכיל הפכים ודברים שלכאורה ניגודיים  איש צנוע שהפך להיות מנהיג של העם בזכות שהוא בנה בנפש עוצמות איש מסור בעל שיקול דעת גבוהה ותמיד הסתכלות לטובת העם גם אם זה היה דורש ממנו להגיד טעיתי
11935766,51,141,במנחם בגין  מהניג צנוע וחזק שהכיר את העם שלו והוביל אותו למקומות חדשים 
11936408,52,142,מרתין לותר קינג  היה מנהיג  היה הפנים של האפרו אמריקאים במאבקם לשיוויון זכויות  כריזמטי  עמד על שלו והשמיע את דעתו  גם כאשר היו מתנגדים רבים לעמדותיו  הוא נרצח בסופו של דבר  
11943275,53,144,דוד המלך  אדם ומנהיג בעל אופי ותכונות שמאפשרות לו מצד אחד להיות אדם הומני ורגיש וצמד שני תקיף ולוחם גדול  מתואר עליו שהיה עדין כתולעת וקשה כעץ  בעצם רצוני לומר שהיו לו תכונות  על פי הבנתי  ריגשיות וידע להביע רגש וחיבה לאנשים שרצה בקירבתם או שהבין שחשובים
11944537,54,146,טרומפלדור  מנהיג שתורם מעצמו לכלל בעל ערכים וכבוד אהבת המולדת עד הסוף
11953555,55,148,משה רבינו  שהיה מצד אחד גדול המהיגים של עם ישראל לדורותיו ומצד שני היה עניו מכל אדם ולא מעריך את עצמו יותר מכפי שהוא  הוא האמין בעבודה שקטה לתווך הרחוק ולכן לא נשבר כאשר העם היה במשברים 
11963044,56,150,אביגדור קהלני מפקד גדוד טנקים במהלך מלחמת יום הכיפורים אשר בלם את הסורים ברמת הגולן מלכבוש את מדינת ישראל כאשר היה בנחיתות מספרית   קהלני גבר על הפחד הפגין קור רוח ואיטנות והצליח לעורר תכונות אלה במהלך קרב אצל גדוד שלם כשהמצב היה בשפל ובכך הציל מדינה שלמה
11964934,57,154,אברהם אבינו  אבי האומה יש סיפור בספר בראשית במסופר על אברהם שהיה בגיל מבוגר מאוד ומספר ימים אחרי שהוא עשה ברית מילה הוא ישב בבית שלו ובאותו יום היה ממש חם  פתאום הוא רואה  מרחוק 3 אנשים שצועדים לכיוון הבית שלו  באותו רגע הוא קם וקיבל את פניהם בצורה מ
11965004,58,155,מנחם בגין  כל החיים שלו הוא רק נתן מעצמו  בתחום הציבורי  הוא לא נח לרגע  כל חייו הוא עבר מתנועה לתנועה  וכל מה שעניין אותו זה הכלל 
11966579,59,158,הרצל  מנהיג כריזמטי ונחוש  יש לו חזון והוא מממש אותו בידיו ממש  כל זה לצד צניעות וענווה  שאפתנות ודאגה לאחר  הקים את המדינה בנחישות בשביל העם היהודי 
11966589,60,159,דוד המלך  דוד היה כתוב עליו שהוא היה גם קשה כארז וגם רך כקנה  ושואלים איך זה יכול להיות שניהם  הוא פשוט היה מצביא גדול ואדם גדול  וכשהוא היה עסוק במלחמה או בקרב הוא היה מקשה עצמו כארז ולא משלב אינטרסים אישיים  ואילו מחוץ לצבא הוא היה מעדן את עצמו ועניו
11972185,61,162,דוד המלך  איש ספרא וסייפא  לוחם ומפקד דגול ומשורר ואיש רוח ואמונה כאחד  איחוד כזה הוא מגמת חיים שלמה  לשמור על שתי התכונות האלו בלי שיסתרו זה את זה זו אומנות  עם כל האמוציות המלחמתיות והמעשיות לשמור על עדינות ענווה וצנעה ולשמור על עולם פנימי רחב
11972755,62,163,שמעון פרס אחד האנשים היותר משמועתיים במדינה יודע לדבר כמו שצריך ייצוגי מאוד למרות גילו יודע לעשות מה שהוא רוצה וכולם יואבו אותו בכל זאת
11972793,63,164,מרטין לותר קינג היה מנהיג מאבק השחורים לשוויון זכויות בשנות ה 60 בארהב  הוא הנהיג מאבק של ציבור שהיה מדוכא ובעל זכויות שאינן שוויוניות מאות שנים  ציבור טעון וכעוס  והצליח להנהיג אותו בדרך של מאבק לא אלים  הסיבה לבחירתי בו היא היכולת שלו לחשוב מחוץ לקופס
11974964,64,166,דוד המלך  ידע גם להיות קשה כשצריך כמו במלחמות וכו ומצד שני להיות רך עם אנשים  עדין ורגיש  זאת הדמות שאני מעריץ ושואף להיות כמוה  לדעת להתאים את ההתנהגות ולפעול בהתאם למצב 
11976168,65,168,דמותו של דוד המלך  שמצד אחד ידע להיות שקט וללמוד תורה בצניעות ומצד שני כשהיה בזה הצורך ידע לשנס מותניו ולצאת למלחמה  אני חושב שלוחם טוב צריך לדעת להיות בשני המצבים האלה 
11976946,66,169,דוד המלך בתנך היה אדם ענק שידע לעשות הפרדה כשצריך בכול מקום את היחס המגיע לו  שהוא נלחם אז הוא היה אסרטיבי ודורש מחייליו ושהוא מולך אז היה עם בטחון עצמי ושהוא לומד אז שקדן ורגוע ללימוד שהוא חיים את דמות האבא מתנהג בהתאם 
11979298,67,171,יצחק רבין  הנהיג את העם כחלק ממנו  היה בעל חזון והלך בדרכו על אף ההתנגדות הגדולה  הקריב מעצמו המון לאורך השנים  ידע לקחת אחריות על מעשיו גם בזמנים של כשלונות 
11980909,68,172,יוני נתניהו  הדמות הראשונה שעולה לי בראש  בחרתי בה כי היא מייצגת בשבילי לא רק אותו כבן אדם אלא כאל הצלחתינו כעם יהודי עם מערכת ביטחון משגשגת בעלת זרועות ארוכות 
11981805,69,174,וינסטון צרציל היה סוחף  החלטי מאמין בדרכו  באמת רצה לתרום ולא פוחד מדעת הקהל
11984069,70,177,דמות הסטורית אברהם אבינו אישיות מופלאה בעלת לב טוב ורחב  מסייעת לכל מי שיש לו אפשרות  בעל חדוות עשייה  עצומה  אישיות שפועלת ולא נפעלת  שעושה בעצמה את הדברים ומאמינה בהם ולא זורקת  אחריות ענווה עצומה  היכולת לקבל החלטות ולא לחשוש מהעניים שנעוצות בו מחנך
11986575,71,180,פו הדוב  תמיד חיובי ואופטימי אוהב לעזור לאנשים ולחברים  יודע לחיות את החיים הטובים והרבה פעמים גם חי את חייו לפי ערכיו שלו
11988723,72,181,אבא שלי הוא דמות העלת תכונות חיוביות  בחרתי בו מכיוון שהוא נתן לי דוגמא אישית לאכפתיות ולמוסר שלקחתי איתי
11989799,73,182,דוד המלך  ענו  איש אמת  יודע לנתב את כוחו לדברים הטובים  רחמן אך כשצריך נלחם  כשגם ששאול נהרג הוא לא שמח על מותו אלא כתב קינה  יודע את האמת של העםם שלנו  משה רבנו  היכולת להעביר עם שלם ממצב של עבדים להאמין בקיומם האמיתי וליצור משהו חזק ותמידי  הרקולס  כ
11989799,74,182,דוד המלך  ענו  איש אמת  יודע לנתב את כוחו לדברים הטובים  רחמן אך כשצריך נלחם  כשגם ששאול נהרג הוא לא שמח על מותו אלא כתב קינה  יודע את האמת של העםם שלנו  משה רבנו  היכולת להעביר עם שלם ממצב של עבדים להאמין בקיומם האמיתי וליצור משהו חזק ותמידי  הרקולס  כ
11990591,75,184,הרצל  איש בעל חזון  אשר האמין בדבריו והלך איתם עד הסוף  היה מוכן לשלם מכיר אישי לטובת מדינת ישראל  שספק אם יראה   למרות שלכולם היה ברור שצריך להקים מדינה הוא היחידי שהיה בעל אומץ להפשיל את שרווליו ולעשות מעשה 
11991510,76,186,מנחם בגין בגל שתי סיבות  אחת זה בגלל שהוא היה נוסע באוטובוס לכנסת וזה נראה לי מאוד צנוע ואמיתי  והשנייה היא שבערך 30 שנה הוא היה בצד המפסיד בפוליטיקה ואף פעם לא וויתר ובסוף גם ניצח ב77
11993737,77,188,אברהם אבינו  חסד הוא חיפש לעשות רק טוב בעולם חיפש לעשות חסד להיטיב לאנשים גם שהם לא היו הכי טובים  היה עניו לא עשה דברים כדי שיגידו עליו  עבד קשה מעולם לא התלונן אלא עשה מאהבה גם דברים שהוא לא תמיד הבין למה 
11996091,78,190,דרור וינברג איש אשר חי על אמונתו  מצד אחד לוחם ומפקד ללא חת אשר הוביל את חייליו באומץ רב והיה מחנכם ביד לא פשוטה מצד שני  איש משפחה אוהב וחם  מסור מאוד  דואג מאוד למשפחתו ולחייליו בצרכיהם הפרטיים 
11998343,79,195,דוד המלך  דמות בעלת שיעור קומה אדיר  שנתנה לעם ישראל דברים שמעטים כמוה נתנו  היה אדם חזק ובעל עוצמה אישית ונפשית  לצד רגישות ויכולת אהבה ושירה יוצאות מגדר הרגיל  שילב בצורה יוצאת דופן מנהיגות  עוצמה  רגישות  אהבה ונתינה  בצורה קשה לחיקוי  בחרתי בו כי הוא
11999641,80,197,דוד המלך  מהסיפורים עליו בתנך עולה דמות שעשתה שינויים מאד גדולים בעם  ובכיבוש הארץ  ובפיתוח כלכלה  ואף קנה לעצמו אויבים וכל זה כמעט בלי לדבר  דמות שמייצגת את האפשרות לעשות שינויים בלי לדבר אלא דרך עבודה ארוכה ושקטה 
12006651,81,201,דוד שלי הוא בנאדם מכובד הוא יודע לכבוש אנשים לשבת איתם שעות ולהקשיב לצרות שלהם וביחד עם זאת נותן להם עצות  אף פעם בחיים שלי לא ראיתי אותו כועס מרוצה ממה שיש לו מסתפק במועט 
12030182,82,204,מנחם בגין  איש הגון ביותר בכל חייו פעל למען עם ישראל  אדם אגדה שהאמין כל הזמן בצדקת דרכו גם כשהמצב לא היה הכי מזהיר  הוא היה באופוזיציה המון שנים בלי לוותר עד שהגיע לכס רהמ ב77 
12030264,83,205,רמבם הרמבם רב וגם רופא המלך עבר תלאות עם משפחתו שמר על יהודותו והדריך רחוקים עם כל המשברים שעברה יהודותו מצליח ליצר חיבורים משמועתיים בתורה וברפואה 
12043171,84,209,עמנואל מורנו  התחיל את המסלול כחייל דיי גרוע  ועם כח רצון עז  נחישות והתמדה השתפר והתמקצע לאורך המסלול עד שהפך לחייל הכי טוב בצוות שלו  ולאחד הלוחמים המוערכים ביחידה  היה תמיד דואג לחברים סביביו  והצליח להתחבר גם לחברה הפחות בולטים  אלה שנמצאים בשוליים 
12046963,85,210,דוד המלך  ידע לשלב בין לימוד התורה שבו אדם הוא ענו והוא מקבל מהתורה  לבין הלוחם שבו האדם צריך להקשיח את עצמו כארז ולהרוג את האויב  בכל דבר בחיים צריך לדעת למצוא את האזין בין שתי הקצוות ודוד המלך ידע לעשות את זה בצורה מושלמת 
12049608,86,211,מנחם בגין   מנהיג עניו  עם כבוד לזולת  ואיכפתיות
12051221,87,214,ספיידרמן דמות דימונית דמות שמצילה חיים ועוזרת לאנשים בצורה צנועה  הדמות מתמודדת עם הרבה דברים מהחיים האישיים שמפיעים עליה לקבל החלטות בדמות  הגיבור 
12054022,88,216,דוד המלך  היה לו את השילוב המדהים בין להיות איש מלחמה גיבור ונחוש בשדה הקרב ולהיות בן אדם רך ועדין מחוץ לו  בעייני כל חייל בצבא צריך לדעת לעשות את ההפרדה הזו  זה שבמלחמה או בהתעסקות מבצעית צריך לדעת להיות החלטי ונוקשה לא אומר שבחוץ לא צריך לדעת להיות פתוח
12056880,89,219,אמא שלי  בנאדם זהב בעלת יכולות נתינה מהגבוהות שראיתי בחיי 
12062347,90,223,חבר שלי  אין לו איגו  חושב קודם כל על האחר לפני על עצמו  רואה את העיקר ולא את הטפל  אוהבים אותו ונוח לידו  לא שופט אותך ותמיד אכפט לו ממך 
12067888,91,227,מנחם בגין  אדם שגדל בצל האנטישמיות ולא חשב להפנות את הלחי השניה לשונאים שלנו  אלא איך אפשר לפעול נגדם ולעלות יהודים לארץ ישראל   האידאולוגיה שלו לאהבת הארץ והעם והרצון לייסוד מדינה יהודית ניכרו בכל צעד בחייו  מעשיו מוכיחים שהכל אפשרי כשהצדק איתך  29 שנה י
12072301,92,228,בינימן הרצל   להרצל היה רעיון והוא הלך איתו  הוא לא היה מצליח ללא תכונות אופי מאוד חזקות כגון  אמונה  אופטימיות וביצוע המשימה ללא פשרות  להרצל היה רעיון שאז נראה יחסית מופרך והוא  דבק בו למרות שכולם ניסו לשים לו מקלות בגלגלים 
12076365,93,231,בנימין הרצל התחיל עם הרעיון להקים את מדינת ישראל בעקבות מה שרואה שקורה ליהודים בחול בסוף הרעיונות שלו הצליחו והקימו את מדינת ישראל היה יצירתי אדם עם חזון וראייה רחבה 
12141028,94,233,אברהם לינקולן גדל בחוסר כל ולא נתנו לו סיכוי אמו נפטרה בגיל צעיר ואביו חשב שהוא מוזר שכל היום קורא ספרים ואינו מעורב בעבודות המשק הוא לא ויתר עזר במשק במשך היום ובלילה היה קורא ספרים לאור הנר  בהמשך חייו למד עריכת דין נכנס לפוליטיקה והפך להיות אחד מנשי
12213303,95,237,נשיא המדינה המכהן שמעון פרס  אדם שכל חיו השקיע לטובת המדינה ואהבת המולדת  נחישות בלתי פוסקת לרדיפת הטוב והנכון
12246803,96,239,עמנואל מורנו זל אדם בעל אמונה גדולה צנוע מקצוען חותר למצויניות בכל דואג לאנשים הולך עד הסוף לא מוותר לעצמו
12246987,97,240,בנימין זאב הרצל   אחת התכונות הכי בולטות אצל הרצל יותר הכל היה דבקות במשימה  היה נחוש למצוא  פיתרון ליהודים  וזה מה שהוא עשה כל חייו  הוא גם כמובן משך אחריו אנשים ונוער  ועיצב משו בדמותה של המדינה  דבר שגרם שיזכרו אותו גם לאחר מותו  הדבקות במשימה שהי
12247422,98,243,סופרמן   תמיד שם את עצמו לפניי אחרים  דואג לכלל ולפרט  בא ממניעים כלליים ולא אינטרסים אישיים  דמות לחיקוי ולהערצה
12248052,99,245,יצחק רבין תמיד נראה לי כדמות חיובית  בחייו האישיים ניתן לראות את השאיפה למצוינות ולתרומה בחייו הצבאיים וגם את הרצון לעזור ולהשפיע בכך שהוא ניסה להוביל שינוי וחתר לשלום כדי להבטיח למדינה עתיד טוב יותר  בחרתי בו כי תמיד כשאני מנסה לחשוב על דמות חיובית הוא ה
